,0,1,2,3,4,5,6,7,8,9
0,11.0,11.0,11.0,13.0,17.0,11.0,10.0,13.0,10.0,11.0
1,14.0,16.0,12.0,21.0,15.0,10.0,14.0,11.0,13.0,14.0
2,15.0,15.0,19.0,23.0,18.0,12.0,11.0,7.0,13.0,16.0
3,13.0,15.0,18.0,23.0,21.0,12.0,12.0,15.0,12.0,14.0
4,13.0,11.0,19.0,24.0,22.0,14.0,11.0,15.0,12.0,13.0
5,17.0,23.0,19.0,24.0,23.0,11.0,13.0,16.0,12.0,14.0
6,19.0,20.0,18.0,22.0,24.0,11.0,14.0,13.0,12.0,13.0
7,18.0,20.0,19.0,25.0,22.0,17.0,21.0,15.0,14.0,14.0
8,23.0,18.0,17.0,23.0,26.0,15.0,19.0,17.0,18.0,13.0
9,19.0,21.0,18.0,29.0,23.0,16.0,17.0,18.0,19.0,15.0
10,20.0,23.0,17.0,29.0,24.0,17.0,17.0,18.0,18.0,15.0
11,21.0,19.0,21.0,27.0,27.0,18.0,19.0,17.0,19.0,16.0
12,19.0,19.0,22.0,29.0,23.0,18.0,18.0,17.0,19.0,15.0
13,22.0,20.0,20.0,28.0,23.0,21.0,18.0,15.0,18.0,17.0
14,20.0,19.0,25.0,24.0,22.0,20.0,19.0,16.0,18.0,16.0
15,23.0,20.0,20.0,26.0,24.0,19.0,18.0,17.0,19.0,18.0
16,22.0,20.0,23.0,26.0,26.0,20.0,20.0,16.0,19.0,18.0
17,22.0,19.0,26.0,26.0,31.0,22.0,19.0,18.0,21.0,19.0
18,23.0,19.0,22.0,29.0,29.0,19.0,21.0,16.0,20.0,18.0
19,24.0,21.0,26.0,28.0,27.0,22.0,19.0,22.0,20.0,22.0
20,23.0,21.0,27.0,28.0,29.0,24.0,20.0,20.0,21.0,17.0
21,22.0,21.0,24.0,28.0,28.0,19.0,22.0,18.0,20.0,20.0
22,24.0,21.0,26.0,31.0,32.0,28.0,19.0,23.0,21.0,19.0
23,21.0,21.0,26.0,29.0,29.0,24.0,29.0,21.0,21.0,21.0
24,27.0,23.0,25.0,28.0,27.0,22.0,25.0,20.0,20.0,19.0
25,24.0,19.0,27.0,29.0,25.0,24.0,24.0,25.0,22.0,24.0
26,23.0,20.0,26.0,30.0,27.0,21.0,25.0,21.0,20.0,20.0
27,28.0,21.0,28.0,27.0,29.0,26.0,25.0,25.0,21.0,20.0
28,29.0,19.0,29.0,32.0,27.0,28.0,23.0,21.0,19.0,20.0
29,27.0,26.0,27.0,27.0,27.0,23.0,19.0,24.0,23.0,21.0
30,29.0,20.0,32.0,33.0,33.0,28.0,23.0,27.0,19.0,19.0
31,26.0,23.0,26.0,31.0,30.0,19.0,23.0,23.0,21.0,17.0
32,25.0,21.0,29.0,34.0,29.0,29.0,26.0,24.0,20.0,22.0
33,29.0,22.0,30.0,31.0,32.0,26.0,25.0,27.0,22.0,25.0
34,29.0,20.0,28.0,33.0,32.0,26.0,28.0,25.0,23.0,21.0
35,27.0,21.0,25.0,29.0,31.0,33.0,23.0,21.0,22.0,20.0
36,28.0,19.0,26.0,33.0,37.0,27.0,24.0,29.0,23.0,20.0
37,30.0,25.0,28.0,38.0,37.0,29.0,26.0,23.0,22.0,25.0
38,28.0,22.0,28.0,31.0,34.0,28.0,27.0,26.0,24.0,23.0
39,27.0,23.0,28.0,33.0,32.0,26.0,23.0,26.0,22.0,27.0
40,31.0,27.0,31.0,34.0,29.0,27.0,29.0,27.0,21.0,22.0
41,28.0,22.0,27.0,32.0,34.0,25.0,26.0,25.0,23.0,27.0
42,26.0,26.0,32.0,37.0,32.0,29.0,25.0,24.0,23.0,27.0
43,30.0,26.0,28.0,30.0,31.0,26.0,28.0,29.0,23.0,27.0
44,31.0,24.0,33.0,32.0,33.0,25.0,26.0,24.0,21.0,22.0
45,30.0,31.0,31.0,32.0,34.0,30.0,30.0,27.0,21.0,22.0
46,26.0,24.0,31.0,32.0,35.0,24.0,28.0,27.0,22.0,25.0
47,30.0,30.0,29.0,33.0,34.0,29.0,30.0,25.0,21.0,25.0
48,32.0,27.0,29.0,37.0,31.0,25.0,25.0,24.0,20.0,26.0
49,27.0,29.0,33.0,36.0,39.0,27.0,31.0,27.0,23.0,26.0
50,32.0,25.0,33.0,37.0,34.0,28.0,22.0,26.0,23.0,25.0
51,33.0,27.0,32.0,37.0,36.0,26.0,29.0,26.0,21.0,29.0
52,35.0,26.0,33.0,34.0,34.0,28.0,29.0,29.0,25.0,27.0
53,34.0,28.0,34.0,35.0,40.0,26.0,28.0,30.0,24.0,29.0
54,35.0,28.0,34.0,34.0,34.0,29.0,27.0,28.0,22.0,29.0
55,32.0,27.0,30.0,36.0,30.0,31.0,29.0,26.0,25.0,30.0
56,33.0,27.0,31.0,38.0,35.0,26.0,29.0,25.0,23.0,24.0
57,35.0,26.0,30.0,37.0,36.0,27.0,32.0,29.0,24.0,32.0
58,32.0,26.0,34.0,35.0,33.0,29.0,35.0,28.0,24.0,25.0
59,35.0,27.0,34.0,37.0,37.0,30.0,28.0,33.0,23.0,28.0
60,34.0,29.0,34.0,35.0,36.0,29.0,34.0,29.0,22.0,27.0
61,34.0,27.0,32.0,35.0,33.0,29.0,27.0,29.0,25.0,29.0
62,37.0,31.0,32.0,34.0,35.0,28.0,32.0,35.0,22.0,29.0
63,33.0,29.0,33.0,38.0,36.0,29.0,28.0,32.0,22.0,32.0
64,35.0,27.0,34.0,37.0,37.0,29.0,35.0,29.0,26.0,30.0
65,34.0,30.0,32.0,36.0,35.0,26.0,25.0,36.0,28.0,30.0
66,34.0,27.0,32.0,36.0,35.0,26.0,30.0,29.0,24.0,28.0
67,35.0,31.0,35.0,36.0,36.0,29.0,27.0,35.0,24.0,31.0
68,34.0,30.0,35.0,33.0,37.0,31.0,29.0,31.0,24.0,29.0
69,34.0,29.0,34.0,37.0,36.0,29.0,28.0,34.0,27.0,32.0
70,34.0,25.0,31.0,31.0,36.0,29.0,31.0,29.0,26.0,32.0
71,36.0,27.0,32.0,35.0,35.0,30.0,33.0,35.0,27.0,31.0
72,33.0,24.0,35.0,38.0,34.0,30.0,33.0,28.0,25.0,32.0
73,36.0,29.0,34.0,38.0,37.0,31.0,32.0,30.0,25.0,30.0
74,36.0,25.0,33.0,38.0,39.0,25.0,31.0,33.0,21.0,33.0
75,36.0,34.0,32.0,36.0,40.0,28.0,30.0,32.0,31.0,31.0
76,37.0,26.0,31.0,37.0,38.0,31.0,33.0,32.0,24.0,31.0
77,37.0,30.0,34.0,41.0,37.0,30.0,33.0,33.0,29.0,34.0
78,39.0,29.0,37.0,39.0,38.0,34.0,36.0,29.0,24.0,33.0
79,36.0,34.0,35.0,35.0,38.0,33.0,35.0,33.0,27.0,28.0
80,38.0,27.0,35.0,39.0,40.0,28.0,30.0,31.0,28.0,30.0
81,36.0,31.0,38.0,38.0,39.0,27.0,32.0,36.0,23.0,32.0
82,39.0,29.0,34.0,38.0,37.0,30.0,32.0,33.0,24.0,33.0
83,37.0,33.0,35.0,34.0,32.0,29.0,32.0,36.0,27.0,29.0
84,38.0,32.0,35.0,38.0,36.0,31.0,35.0,38.0,26.0,34.0
85,35.0,31.0,35.0,37.0,36.0,30.0,29.0,35.0,30.0,32.0
86,34.0,30.0,34.0,42.0,39.0,29.0,32.0,33.0,29.0,34.0
87,38.0,31.0,33.0,37.0,34.0,27.0,31.0,36.0,28.0,33.0
88,36.0,29.0,36.0,39.0,36.0,29.0,34.0,35.0,27.0,33.0
89,37.0,34.0,38.0,39.0,35.0,30.0,35.0,37.0,28.0,31.0
90,37.0,30.0,37.0,38.0,41.0,27.0,30.0,34.0,27.0,33.0
91,42.0,34.0,38.0,40.0,37.0,31.0,35.0,37.0,23.0,33.0
92,38.0,33.0,33.0,34.0,38.0,31.0,33.0,35.0,30.0,32.0
93,39.0,29.0,35.0,40.0,39.0,30.0,36.0,35.0,23.0,33.0
94,38.0,32.0,38.0,36.0,39.0,31.0,34.0,36.0,28.0,32.0
95,40.0,32.0,36.0,39.0,37.0,30.0,35.0,36.0,29.0,34.0
96,39.0,31.0,32.0,38.0,36.0,30.0,32.0,33.0,27.0,33.0
97,39.0,34.0,32.0,39.0,36.0,33.0,35.0,40.0,26.0,35.0
98,37.0,35.0,34.0,39.0,37.0,27.0,32.0,37.0,30.0,31.0
99,40.0,33.0,37.0,38.0,39.0,25.0,38.0,35.0,28.0,37.0
100,39.0,33.0,36.0,41.0,39.0,29.0,36.0,35.0,27.0,34.0
101,41.0,33.0,38.0,38.0,39.0,29.0,35.0,36.0,27.0,35.0
102,40.0,35.0,39.0,39.0,40.0,33.0,39.0,36.0,29.0,36.0
103,39.0,32.0,33.0,38.0,39.0,32.0,37.0,37.0,30.0,35.0
104,42.0,34.0,33.0,38.0,36.0,32.0,40.0,33.0,33.0,34.0
105,41.0,30.0,33.0,37.0,39.0,34.0,37.0,38.0,31.0,33.0
106,39.0,33.0,34.0,41.0,37.0,31.0,35.0,38.0,28.0,38.0
107,39.0,33.0,33.0,39.0,41.0,32.0,37.0,37.0,30.0,35.0
108,39.0,30.0,35.0,42.0,37.0,30.0,33.0,35.0,29.0,37.0
109,38.0,36.0,33.0,40.0,43.0,30.0,36.0,37.0,29.0,34.0
110,40.0,36.0,33.0,40.0,39.0,33.0,34.0,36.0,29.0,36.0
111,40.0,34.0,34.0,40.0,43.0,31.0,35.0,36.0,30.0,36.0
112,40.0,35.0,34.0,38.0,38.0,32.0,34.0,39.0,29.0,36.0
113,38.0,34.0,36.0,40.0,38.0,29.0,34.0,38.0,32.0,35.0
114,41.0,36.0,36.0,39.0,37.0,31.0,42.0,36.0,33.0,35.0
115,37.0,37.0,38.0,38.0,39.0,31.0,32.0,39.0,25.0,35.0
