,0,1,2,3,4,5,6,7,8,9
0,13.0,10.0,11.0,10.0,12.0,10.0,17.0,10.0,12.0,14.0
1,15.0,12.0,10.0,9.0,14.0,18.0,14.0,15.0,12.0,17.0
2,19.0,17.0,13.0,15.0,16.0,10.0,14.0,14.0,18.0,13.0
3,19.0,14.0,14.0,14.0,16.0,20.0,18.0,12.0,18.0,15.0
4,23.0,15.0,13.0,13.0,15.0,19.0,21.0,14.0,16.0,18.0
5,23.0,15.0,19.0,12.0,16.0,20.0,21.0,11.0,18.0,19.0
6,20.0,16.0,23.0,16.0,18.0,21.0,22.0,16.0,21.0,19.0
7,22.0,19.0,16.0,13.0,16.0,18.0,21.0,17.0,22.0,18.0
8,22.0,18.0,20.0,15.0,17.0,17.0,22.0,16.0,19.0,18.0
9,21.0,16.0,21.0,12.0,18.0,19.0,21.0,12.0,18.0,21.0
10,22.0,16.0,19.0,12.0,21.0,22.0,21.0,11.0,17.0,22.0
11,23.0,17.0,22.0,13.0,20.0,21.0,23.0,14.0,21.0,25.0
12,21.0,18.0,23.0,14.0,22.0,18.0,22.0,16.0,21.0,23.0
13,22.0,19.0,20.0,15.0,20.0,21.0,21.0,17.0,19.0,23.0
14,22.0,19.0,20.0,14.0,21.0,25.0,25.0,18.0,18.0,22.0
15,23.0,21.0,21.0,18.0,18.0,24.0,25.0,20.0,26.0,27.0
16,21.0,21.0,23.0,18.0,19.0,25.0,25.0,17.0,23.0,25.0
17,21.0,23.0,20.0,15.0,18.0,28.0,24.0,21.0,23.0,25.0
18,24.0,24.0,21.0,22.0,20.0,25.0,24.0,18.0,23.0,26.0
19,23.0,22.0,21.0,18.0,18.0,29.0,24.0,20.0,25.0,28.0
20,23.0,22.0,20.0,19.0,17.0,28.0,23.0,17.0,24.0,24.0
21,24.0,22.0,23.0,22.0,20.0,29.0,24.0,21.0,27.0,31.0
22,24.0,25.0,22.0,21.0,18.0,27.0,24.0,19.0,26.0,26.0
23,25.0,23.0,20.0,22.0,19.0,28.0,26.0,22.0,29.0,27.0
24,24.0,25.0,22.0,24.0,19.0,30.0,23.0,23.0,26.0,31.0
25,26.0,23.0,23.0,23.0,20.0,30.0,25.0,21.0,24.0,29.0
26,26.0,24.0,20.0,25.0,19.0,29.0,24.0,24.0,31.0,30.0
27,26.0,23.0,19.0,22.0,22.0,22.0,23.0,20.0,27.0,29.0
28,28.0,25.0,19.0,26.0,21.0,27.0,28.0,23.0,30.0,30.0
29,27.0,26.0,25.0,18.0,24.0,26.0,28.0,22.0,30.0,27.0
30,28.0,26.0,23.0,28.0,22.0,25.0,25.0,26.0,30.0,28.0
31,29.0,27.0,25.0,24.0,22.0,30.0,24.0,25.0,33.0,31.0
32,28.0,26.0,24.0,27.0,21.0,26.0,24.0,25.0,32.0,25.0
33,28.0,27.0,27.0,26.0,17.0,27.0,24.0,22.0,28.0,30.0
34,30.0,26.0,24.0,26.0,21.0,27.0,28.0,23.0,34.0,28.0
35,31.0,26.0,22.0,28.0,22.0,23.0,28.0,28.0,30.0,29.0
36,30.0,28.0,24.0,23.0,23.0,24.0,28.0,22.0,35.0,29.0
37,30.0,27.0,23.0,29.0,17.0,28.0,28.0,21.0,28.0,33.0
38,29.0,28.0,23.0,24.0,24.0,27.0,25.0,24.0,33.0,25.0
39,28.0,28.0,27.0,29.0,23.0,30.0,25.0,26.0,29.0,25.0
40,29.0,26.0,25.0,28.0,22.0,29.0,26.0,24.0,32.0,27.0
41,31.0,24.0,24.0,29.0,22.0,27.0,24.0,27.0,32.0,29.0
42,28.0,25.0,26.0,28.0,25.0,28.0,28.0,23.0,24.0,28.0
43,30.0,27.0,24.0,32.0,26.0,31.0,28.0,24.0,34.0,27.0
44,28.0,28.0,25.0,29.0,26.0,24.0,29.0,26.0,34.0,27.0
45,28.0,25.0,22.0,30.0,27.0,32.0,26.0,27.0,30.0,27.0
46,32.0,28.0,29.0,28.0,22.0,26.0,26.0,26.0,30.0,32.0
47,31.0,28.0,25.0,28.0,27.0,31.0,26.0,28.0,31.0,31.0
48,31.0,30.0,24.0,28.0,22.0,27.0,25.0,28.0,32.0,30.0
49,30.0,29.0,27.0,29.0,27.0,29.0,29.0,27.0,35.0,30.0
50,32.0,31.0,25.0,34.0,24.0,31.0,22.0,29.0,31.0,27.0
51,30.0,28.0,24.0,28.0,26.0,32.0,26.0,28.0,33.0,32.0
52,31.0,31.0,26.0,33.0,27.0,32.0,25.0,27.0,31.0,29.0
53,31.0,30.0,28.0,31.0,28.0,32.0,29.0,29.0,35.0,31.0
54,29.0,32.0,27.0,32.0,25.0,34.0,23.0,24.0,34.0,27.0
55,31.0,29.0,29.0,35.0,26.0,30.0,24.0,28.0,32.0,32.0
56,31.0,32.0,26.0,34.0,29.0,34.0,30.0,30.0,33.0,31.0
57,30.0,30.0,25.0,34.0,30.0,33.0,31.0,27.0,34.0,34.0
58,33.0,29.0,26.0,34.0,30.0,33.0,30.0,28.0,35.0,29.0
59,30.0,30.0,27.0,33.0,31.0,33.0,25.0,31.0,34.0,34.0
60,32.0,27.0,25.0,35.0,27.0,32.0,29.0,27.0,33.0,33.0
61,33.0,29.0,29.0,37.0,27.0,35.0,26.0,29.0,35.0,32.0
62,33.0,29.0,28.0,37.0,29.0,31.0,28.0,29.0,35.0,32.0
63,32.0,32.0,29.0,35.0,30.0,32.0,29.0,27.0,36.0,29.0
64,34.0,31.0,27.0,35.0,28.0,30.0,30.0,29.0,33.0,33.0
65,32.0,30.0,29.0,33.0,26.0,33.0,29.0,28.0,36.0,30.0
66,30.0,33.0,29.0,36.0,30.0,32.0,29.0,30.0,32.0,32.0
67,30.0,32.0,26.0,36.0,29.0,34.0,27.0,27.0,35.0,34.0
68,35.0,33.0,27.0,36.0,31.0,33.0,28.0,31.0,34.0,31.0
69,34.0,33.0,26.0,37.0,33.0,35.0,28.0,30.0,34.0,38.0
70,29.0,32.0,28.0,30.0,30.0,34.0,30.0,31.0,35.0,34.0
71,34.0,31.0,28.0,33.0,31.0,34.0,30.0,36.0,33.0,34.0
72,32.0,31.0,27.0,34.0,30.0,34.0,31.0,30.0,33.0,31.0
73,35.0,32.0,29.0,36.0,32.0,30.0,31.0,27.0,35.0,33.0
74,33.0,32.0,27.0,33.0,29.0,30.0,28.0,32.0,34.0,32.0
75,34.0,32.0,28.0,40.0,32.0,34.0,31.0,29.0,36.0,33.0
76,36.0,32.0,29.0,36.0,29.0,31.0,26.0,34.0,33.0,36.0
77,36.0,33.0,32.0,35.0,30.0,32.0,33.0,26.0,37.0,33.0
78,34.0,34.0,27.0,33.0,27.0,31.0,30.0,30.0,34.0,36.0
79,31.0,35.0,28.0,33.0,31.0,33.0,32.0,33.0,34.0,30.0
80,34.0,31.0,30.0,39.0,33.0,31.0,30.0,32.0,33.0,38.0
81,34.0,35.0,29.0,38.0,29.0,32.0,34.0,34.0,35.0,33.0
82,33.0,36.0,28.0,38.0,30.0,33.0,28.0,30.0,35.0,34.0
83,35.0,35.0,27.0,38.0,29.0,34.0,30.0,33.0,35.0,35.0
84,34.0,36.0,29.0,36.0,28.0,32.0,31.0,38.0,32.0,32.0
85,35.0,34.0,28.0,38.0,33.0,35.0,30.0,37.0,34.0,34.0
86,34.0,36.0,29.0,37.0,29.0,32.0,32.0,35.0,35.0,34.0
87,34.0,35.0,28.0,37.0,31.0,34.0,32.0,38.0,36.0,34.0
88,32.0,37.0,26.0,33.0,32.0,37.0,35.0,37.0,34.0,36.0
89,35.0,37.0,28.0,36.0,34.0,33.0,33.0,34.0,34.0,34.0
90,37.0,34.0,29.0,32.0,29.0,34.0,32.0,33.0,35.0,35.0
91,35.0,34.0,30.0,36.0,28.0,33.0,33.0,32.0,35.0,32.0
92,34.0,37.0,30.0,33.0,29.0,37.0,32.0,30.0,33.0,34.0
93,35.0,35.0,28.0,37.0,31.0,36.0,34.0,38.0,36.0,34.0
94,37.0,33.0,30.0,36.0,30.0,37.0,33.0,36.0,37.0,33.0
95,34.0,34.0,29.0,33.0,32.0,38.0,32.0,32.0,37.0,34.0
96,36.0,34.0,27.0,34.0,31.0,36.0,34.0,38.0,34.0,35.0
97,35.0,37.0,29.0,33.0,30.0,33.0,31.0,34.0,37.0,34.0
98,34.0,35.0,27.0,35.0,31.0,33.0,33.0,37.0,36.0,38.0
99,34.0,36.0,31.0,37.0,34.0,36.0,31.0,34.0,35.0,33.0
100,35.0,36.0,27.0,36.0,34.0,34.0,34.0,39.0,39.0,33.0
101,36.0,34.0,31.0,35.0,34.0,32.0,33.0,39.0,37.0,34.0
102,34.0,38.0,29.0,35.0,34.0,37.0,36.0,37.0,33.0,34.0
103,34.0,33.0,30.0,35.0,31.0,37.0,30.0,40.0,38.0,35.0
104,38.0,34.0,30.0,38.0,32.0,35.0,30.0,36.0,34.0,32.0
105,36.0,37.0,28.0,35.0,32.0,35.0,30.0,36.0,34.0,35.0
106,33.0,35.0,29.0,35.0,32.0,37.0,31.0,37.0,34.0,34.0
107,32.0,38.0,28.0,38.0,30.0,38.0,34.0,39.0,35.0,34.0
108,34.0,36.0,32.0,37.0,31.0,35.0,35.0,38.0,37.0,34.0
109,35.0,34.0,26.0,37.0,28.0,36.0,35.0,37.0,36.0,35.0
110,34.0,36.0,32.0,34.0,36.0,37.0,31.0,35.0,36.0,34.0
111,33.0,33.0,30.0,32.0,31.0,33.0,31.0,36.0,39.0,36.0
112,34.0,38.0,29.0,40.0,34.0,36.0,33.0,37.0,35.0,35.0
113,33.0,37.0,28.0,34.0,32.0,36.0,35.0,38.0,37.0,33.0
114,31.0,34.0,30.0,37.0,33.0,34.0,35.0,36.0,36.0,33.0
115,37.0,36.0,29.0,38.0,32.0,37.0,33.0,40.0,37.0,37.0
