,0,1,2,3,4,5,6,7,8,9
0,67.0,67.0,67.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0
1,66.0,67.0,69.0,69.0,66.0,66.0,66.0,66.0,66.0,66.0
2,73.0,70.0,70.0,71.0,67.0,66.0,71.0,66.0,66.0,65.0
3,76.0,81.0,74.0,77.0,71.0,70.0,71.0,70.0,75.0,65.0
4,78.0,84.0,75.0,78.0,77.0,77.0,71.0,78.0,83.0,69.0
5,78.0,83.0,78.0,77.0,80.0,80.0,75.0,81.0,81.0,73.0
6,81.0,85.0,81.0,77.0,80.0,82.0,75.0,84.0,79.0,72.0
7,83.0,90.0,80.0,78.0,78.0,83.0,74.0,80.0,82.0,74.0
8,83.0,92.0,80.0,78.0,80.0,85.0,75.0,81.0,83.0,76.0
9,83.0,92.0,81.0,77.0,80.0,85.0,76.0,81.0,82.0,77.0
10,82.0,92.0,80.0,80.0,79.0,83.0,74.0,82.0,82.0,78.0
11,84.0,92.0,80.0,81.0,80.0,84.0,77.0,82.0,86.0,79.0
12,84.0,93.0,77.0,81.0,80.0,86.0,82.0,84.0,88.0,77.0
13,84.0,93.0,79.0,81.0,83.0,86.0,79.0,84.0,87.0,78.0
14,85.0,93.0,79.0,81.0,82.0,86.0,82.0,84.0,87.0,78.0
15,85.0,93.0,80.0,82.0,83.0,85.0,84.0,86.0,88.0,78.0
16,85.0,93.0,81.0,81.0,81.0,83.0,80.0,86.0,87.0,80.0
17,86.0,93.0,81.0,81.0,82.0,85.0,85.0,86.0,88.0,78.0
18,85.0,92.0,81.0,82.0,81.0,86.0,83.0,86.0,88.0,79.0
19,86.0,93.0,82.0,84.0,83.0,86.0,82.0,85.0,88.0,80.0
20,84.0,93.0,84.0,81.0,83.0,87.0,85.0,86.0,88.0,79.0
21,85.0,93.0,84.0,83.0,82.0,87.0,79.0,87.0,88.0,79.0
22,84.0,94.0,84.0,84.0,83.0,87.0,84.0,86.0,89.0,79.0
23,84.0,94.0,84.0,83.0,84.0,87.0,83.0,86.0,88.0,79.0
24,84.0,93.0,85.0,84.0,83.0,88.0,84.0,89.0,90.0,79.0
25,86.0,94.0,85.0,84.0,83.0,88.0,83.0,88.0,90.0,79.0
26,85.0,95.0,85.0,84.0,82.0,88.0,82.0,88.0,89.0,80.0
27,86.0,94.0,84.0,84.0,83.0,88.0,78.0,88.0,92.0,80.0
28,86.0,95.0,85.0,84.0,81.0,88.0,82.0,88.0,89.0,80.0
29,85.0,95.0,84.0,85.0,83.0,88.0,82.0,88.0,91.0,80.0
30,83.0,95.0,84.0,84.0,82.0,88.0,82.0,89.0,88.0,81.0
31,85.0,95.0,86.0,84.0,85.0,87.0,81.0,89.0,90.0,81.0
32,82.0,95.0,87.0,84.0,82.0,87.0,81.0,87.0,89.0,76.0
33,83.0,95.0,85.0,83.0,83.0,87.0,81.0,87.0,91.0,82.0
34,83.0,95.0,85.0,84.0,83.0,87.0,80.0,87.0,91.0,77.0
35,84.0,95.0,89.0,84.0,83.0,88.0,80.0,87.0,90.0,79.0
36,84.0,95.0,86.0,83.0,83.0,89.0,81.0,86.0,91.0,81.0
37,83.0,94.0,89.0,84.0,83.0,87.0,82.0,86.0,89.0,78.0
38,82.0,95.0,84.0,83.0,83.0,88.0,81.0,85.0,90.0,80.0
39,83.0,96.0,87.0,83.0,83.0,87.0,82.0,87.0,90.0,78.0
40,82.0,94.0,86.0,84.0,84.0,88.0,82.0,88.0,91.0,79.0
41,82.0,95.0,89.0,84.0,84.0,87.0,81.0,83.0,91.0,79.0
42,80.0,93.0,85.0,83.0,83.0,88.0,82.0,86.0,90.0,76.0
43,84.0,95.0,87.0,84.0,84.0,87.0,80.0,84.0,90.0,79.0
44,81.0,96.0,87.0,83.0,83.0,88.0,81.0,85.0,90.0,78.0
45,80.0,96.0,89.0,83.0,83.0,88.0,82.0,86.0,90.0,77.0
46,81.0,96.0,85.0,83.0,84.0,87.0,82.0,83.0,91.0,77.0
47,80.0,96.0,88.0,83.0,84.0,87.0,82.0,85.0,91.0,78.0
48,80.0,94.0,87.0,84.0,85.0,88.0,81.0,84.0,89.0,77.0
49,81.0,93.0,89.0,84.0,84.0,87.0,81.0,83.0,89.0,77.0
50,81.0,94.0,87.0,84.0,83.0,88.0,82.0,86.0,90.0,78.0
51,81.0,96.0,86.0,83.0,84.0,88.0,81.0,84.0,90.0,79.0
52,80.0,95.0,89.0,83.0,86.0,87.0,81.0,86.0,90.0,76.0
53,82.0,95.0,86.0,83.0,83.0,88.0,81.0,84.0,90.0,78.0
54,83.0,92.0,87.0,84.0,83.0,87.0,81.0,83.0,88.0,76.0
55,82.0,95.0,87.0,83.0,85.0,86.0,82.0,83.0,91.0,78.0
56,80.0,95.0,87.0,84.0,83.0,88.0,81.0,83.0,90.0,75.0
57,79.0,96.0,89.0,82.0,87.0,87.0,83.0,83.0,90.0,79.0
58,80.0,93.0,85.0,83.0,84.0,88.0,82.0,83.0,90.0,76.0
59,80.0,92.0,85.0,84.0,86.0,86.0,81.0,83.0,90.0,78.0
60,81.0,92.0,87.0,82.0,86.0,86.0,82.0,83.0,92.0,79.0
61,79.0,94.0,88.0,82.0,85.0,86.0,80.0,82.0,91.0,75.0
62,78.0,95.0,88.0,84.0,85.0,88.0,79.0,84.0,90.0,79.0
63,77.0,93.0,86.0,83.0,86.0,87.0,80.0,82.0,91.0,77.0
64,82.0,92.0,88.0,84.0,86.0,87.0,82.0,85.0,92.0,76.0
65,79.0,93.0,88.0,83.0,86.0,86.0,80.0,83.0,92.0,78.0
66,78.0,92.0,87.0,83.0,84.0,85.0,80.0,84.0,91.0,76.0
67,78.0,92.0,87.0,83.0,85.0,87.0,79.0,82.0,92.0,78.0
68,76.0,92.0,88.0,83.0,85.0,84.0,80.0,82.0,91.0,77.0
69,83.0,93.0,87.0,83.0,85.0,86.0,80.0,80.0,91.0,74.0
70,78.0,94.0,86.0,83.0,86.0,86.0,81.0,82.0,92.0,77.0
71,83.0,92.0,86.0,84.0,85.0,86.0,81.0,82.0,89.0,77.0
72,79.0,90.0,87.0,83.0,86.0,85.0,81.0,82.0,92.0,76.0
73,81.0,92.0,87.0,83.0,85.0,85.0,80.0,82.0,89.0,77.0
74,77.0,92.0,87.0,83.0,85.0,86.0,80.0,81.0,92.0,75.0
75,79.0,92.0,86.0,83.0,85.0,84.0,81.0,82.0,90.0,80.0
76,78.0,93.0,87.0,83.0,84.0,85.0,80.0,82.0,89.0,76.0
77,77.0,93.0,88.0,83.0,86.0,86.0,80.0,82.0,94.0,75.0
78,78.0,92.0,87.0,83.0,88.0,85.0,80.0,81.0,90.0,77.0
79,78.0,92.0,87.0,83.0,86.0,84.0,81.0,80.0,91.0,75.0
80,78.0,92.0,86.0,82.0,88.0,83.0,80.0,81.0,90.0,78.0
81,77.0,92.0,87.0,83.0,85.0,84.0,81.0,80.0,92.0,77.0
82,79.0,92.0,86.0,83.0,86.0,84.0,79.0,81.0,88.0,76.0
83,77.0,91.0,86.0,83.0,86.0,84.0,83.0,82.0,92.0,76.0
84,79.0,92.0,86.0,83.0,87.0,83.0,79.0,82.0,90.0,75.0
85,78.0,91.0,85.0,82.0,85.0,82.0,82.0,82.0,92.0,76.0
86,79.0,94.0,86.0,83.0,87.0,84.0,79.0,81.0,90.0,76.0
87,78.0,94.0,86.0,83.0,85.0,85.0,79.0,82.0,91.0,76.0
88,79.0,92.0,86.0,84.0,88.0,83.0,83.0,82.0,91.0,76.0
89,78.0,92.0,86.0,82.0,85.0,82.0,81.0,81.0,89.0,77.0
90,80.0,92.0,87.0,82.0,87.0,82.0,81.0,77.0,91.0,77.0
91,78.0,92.0,85.0,84.0,88.0,84.0,78.0,80.0,89.0,77.0
92,80.0,90.0,86.0,83.0,88.0,83.0,80.0,79.0,91.0,77.0
93,78.0,91.0,85.0,84.0,87.0,83.0,79.0,81.0,90.0,76.0
94,78.0,92.0,84.0,82.0,87.0,82.0,83.0,82.0,89.0,75.0
95,80.0,94.0,83.0,82.0,87.0,82.0,79.0,82.0,91.0,78.0
96,78.0,92.0,82.0,82.0,86.0,82.0,85.0,79.0,89.0,76.0
97,80.0,92.0,83.0,82.0,88.0,83.0,81.0,83.0,90.0,75.0
98,80.0,92.0,86.0,82.0,88.0,82.0,82.0,81.0,90.0,77.0
99,80.0,92.0,85.0,82.0,87.0,82.0,80.0,80.0,89.0,76.0
