,0,1,2,3,4,5,6,7,8,9
0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
1,67.0,69.0,67.0,66.0,66.0,66.0,66.0,66.0,68.0,66.0
2,69.0,79.0,67.0,76.0,69.0,68.0,73.0,68.0,71.0,67.0
3,76.0,85.0,78.0,76.0,77.0,71.0,70.0,77.0,76.0,72.0
4,83.0,85.0,81.0,76.0,84.0,74.0,74.0,81.0,83.0,72.0
5,83.0,85.0,81.0,77.0,82.0,76.0,77.0,79.0,84.0,73.0
6,86.0,86.0,81.0,80.0,79.0,75.0,75.0,81.0,84.0,75.0
7,88.0,85.0,82.0,81.0,79.0,78.0,73.0,81.0,85.0,76.0
8,86.0,87.0,84.0,84.0,78.0,79.0,71.0,81.0,86.0,77.0
9,85.0,86.0,84.0,85.0,77.0,80.0,72.0,81.0,86.0,79.0
10,85.0,86.0,84.0,84.0,77.0,79.0,73.0,85.0,88.0,80.0
11,85.0,88.0,84.0,82.0,76.0,80.0,71.0,86.0,87.0,81.0
12,85.0,88.0,86.0,87.0,75.0,81.0,72.0,87.0,87.0,81.0
13,87.0,88.0,87.0,85.0,76.0,82.0,74.0,86.0,89.0,83.0
14,86.0,85.0,87.0,85.0,77.0,81.0,75.0,89.0,88.0,84.0
15,86.0,87.0,87.0,84.0,78.0,81.0,74.0,90.0,90.0,83.0
16,88.0,86.0,87.0,88.0,78.0,86.0,76.0,90.0,90.0,83.0
17,88.0,87.0,85.0,85.0,79.0,84.0,79.0,90.0,89.0,84.0
18,84.0,86.0,86.0,84.0,77.0,85.0,76.0,91.0,88.0,84.0
19,86.0,85.0,86.0,90.0,79.0,84.0,77.0,91.0,88.0,84.0
20,85.0,87.0,86.0,88.0,80.0,86.0,79.0,91.0,88.0,84.0
21,84.0,86.0,84.0,86.0,77.0,85.0,79.0,91.0,88.0,85.0
22,86.0,86.0,84.0,85.0,79.0,82.0,80.0,93.0,88.0,84.0
23,85.0,85.0,85.0,90.0,79.0,84.0,76.0,93.0,88.0,86.0
24,84.0,86.0,84.0,87.0,77.0,84.0,82.0,91.0,88.0,84.0
25,85.0,86.0,84.0,89.0,79.0,84.0,80.0,91.0,89.0,84.0
26,86.0,85.0,86.0,89.0,79.0,84.0,79.0,92.0,88.0,84.0
27,85.0,85.0,84.0,85.0,79.0,85.0,78.0,92.0,88.0,84.0
28,85.0,84.0,85.0,89.0,77.0,84.0,79.0,92.0,91.0,85.0
29,85.0,85.0,83.0,88.0,79.0,83.0,81.0,92.0,87.0,85.0
30,84.0,85.0,85.0,88.0,77.0,84.0,79.0,93.0,91.0,84.0
31,85.0,86.0,84.0,88.0,79.0,85.0,79.0,92.0,90.0,85.0
32,87.0,85.0,87.0,89.0,78.0,83.0,80.0,90.0,87.0,84.0
33,85.0,84.0,84.0,88.0,78.0,81.0,80.0,91.0,89.0,83.0
34,85.0,87.0,86.0,89.0,78.0,84.0,80.0,90.0,87.0,85.0
35,86.0,84.0,85.0,89.0,79.0,79.0,80.0,89.0,90.0,85.0
