,0,1,2,3,4,5,6,7,8,9
0,67.0,67.0,67.0,66.0,67.0,66.0,66.0,66.0,66.0,66.0
1,68.0,68.0,67.0,67.0,68.0,66.0,67.0,66.0,69.0,68.0
2,78.0,73.0,68.0,75.0,66.0,67.0,72.0,76.0,78.0,65.0
3,80.0,84.0,76.0,77.0,72.0,75.0,71.0,79.0,83.0,69.0
4,80.0,82.0,82.0,76.0,84.0,77.0,74.0,77.0,82.0,71.0
5,81.0,81.0,84.0,76.0,84.0,78.0,77.0,83.0,84.0,73.0
6,82.0,79.0,83.0,76.0,83.0,81.0,76.0,83.0,88.0,73.0
7,82.0,81.0,83.0,77.0,84.0,83.0,77.0,84.0,87.0,74.0
8,82.0,81.0,82.0,76.0,84.0,82.0,78.0,84.0,88.0,74.0
9,84.0,82.0,82.0,75.0,83.0,82.0,78.0,84.0,89.0,73.0
10,84.0,81.0,82.0,77.0,85.0,83.0,78.0,85.0,89.0,77.0
11,85.0,81.0,84.0,77.0,83.0,86.0,78.0,85.0,92.0,76.0
12,85.0,81.0,84.0,75.0,85.0,85.0,79.0,88.0,92.0,76.0
13,85.0,82.0,86.0,79.0,84.0,88.0,79.0,87.0,93.0,76.0
14,84.0,82.0,90.0,78.0,83.0,88.0,78.0,89.0,91.0,78.0
15,84.0,83.0,90.0,80.0,85.0,88.0,78.0,91.0,92.0,77.0
16,85.0,84.0,90.0,77.0,83.0,88.0,78.0,90.0,90.0,78.0
17,86.0,84.0,90.0,78.0,86.0,88.0,79.0,92.0,91.0,78.0
18,86.0,82.0,90.0,78.0,83.0,88.0,77.0,91.0,93.0,79.0
19,86.0,85.0,90.0,78.0,85.0,90.0,79.0,92.0,90.0,78.0
20,87.0,84.0,88.0,78.0,85.0,90.0,81.0,92.0,90.0,79.0
21,86.0,79.0,90.0,82.0,85.0,87.0,78.0,93.0,90.0,77.0
22,83.0,84.0,89.0,78.0,86.0,88.0,80.0,93.0,90.0,79.0
