,0,1,2,3,4,5,6,7,8,9
0,67.0,67.0,67.0,66.0,66.0,68.0,66.0,66.0,67.0,67.0
1,69.0,67.0,70.0,66.0,72.0,66.0,67.0,66.0,69.0,66.0
2,73.0,73.0,84.0,70.0,79.0,66.0,68.0,65.0,80.0,66.0
3,74.0,75.0,87.0,72.0,80.0,69.0,72.0,72.0,80.0,68.0
4,76.0,76.0,89.0,74.0,88.0,67.0,73.0,77.0,79.0,77.0
5,77.0,74.0,88.0,75.0,89.0,66.0,71.0,79.0,82.0,78.0
6,77.0,77.0,89.0,79.0,91.0,72.0,75.0,78.0,84.0,80.0
7,78.0,77.0,89.0,81.0,92.0,73.0,79.0,77.0,84.0,79.0
8,77.0,80.0,88.0,82.0,91.0,73.0,78.0,76.0,83.0,80.0
9,77.0,79.0,90.0,82.0,93.0,74.0,80.0,79.0,83.0,81.0
10,79.0,80.0,89.0,83.0,94.0,74.0,79.0,79.0,85.0,82.0
11,78.0,81.0,91.0,85.0,94.0,72.0,81.0,79.0,84.0,84.0
12,81.0,81.0,90.0,84.0,93.0,75.0,80.0,81.0,83.0,84.0
13,80.0,81.0,90.0,84.0,94.0,74.0,80.0,81.0,83.0,84.0
14,82.0,84.0,91.0,84.0,95.0,74.0,80.0,82.0,83.0,84.0
15,81.0,83.0,91.0,83.0,95.0,74.0,80.0,81.0,83.0,86.0
16,83.0,85.0,90.0,82.0,93.0,73.0,80.0,82.0,83.0,85.0
17,83.0,83.0,91.0,87.0,94.0,73.0,80.0,82.0,84.0,83.0
18,84.0,84.0,91.0,84.0,94.0,74.0,81.0,83.0,83.0,87.0
19,82.0,85.0,91.0,84.0,94.0,75.0,80.0,84.0,83.0,87.0
20,84.0,85.0,92.0,85.0,94.0,76.0,81.0,84.0,85.0,86.0
21,83.0,86.0,91.0,85.0,94.0,74.0,81.0,82.0,83.0,86.0
22,84.0,86.0,91.0,84.0,94.0,76.0,80.0,84.0,84.0,88.0
23,83.0,87.0,91.0,86.0,94.0,76.0,81.0,81.0,84.0,87.0
24,82.0,84.0,92.0,84.0,94.0,78.0,81.0,84.0,84.0,88.0
25,82.0,85.0,92.0,85.0,94.0,81.0,81.0,82.0,84.0,88.0
26,83.0,86.0,93.0,84.0,93.0,78.0,81.0,84.0,85.0,90.0
27,82.0,85.0,91.0,83.0,94.0,79.0,80.0,85.0,84.0,85.0
28,85.0,85.0,94.0,86.0,93.0,81.0,82.0,82.0,85.0,88.0
