,0,1,2,3,4,5,6,7,8,9
0,18.0,16.0,18.0,10.0,11.0,10.0,13.0,14.0,12.0,11.0
1,16.0,17.0,14.0,12.0,16.0,16.0,13.0,11.0,13.0,14.0
2,20.0,19.0,22.0,10.0,14.0,14.0,13.0,14.0,17.0,12.0
3,21.0,20.0,20.0,13.0,14.0,10.0,13.0,15.0,16.0,14.0
4,19.0,23.0,23.0,15.0,17.0,14.0,19.0,17.0,16.0,18.0
5,19.0,24.0,21.0,16.0,19.0,15.0,22.0,18.0,17.0,17.0
6,23.0,25.0,27.0,14.0,16.0,22.0,20.0,19.0,19.0,16.0
7,26.0,24.0,27.0,21.0,16.0,21.0,22.0,17.0,18.0,24.0
8,25.0,24.0,23.0,25.0,20.0,22.0,24.0,20.0,22.0,20.0
9,27.0,23.0,24.0,18.0,18.0,24.0,24.0,25.0,23.0,22.0
10,27.0,23.0,28.0,23.0,27.0,30.0,26.0,27.0,23.0,25.0
11,29.0,22.0,30.0,24.0,28.0,27.0,24.0,21.0,23.0,28.0
12,32.0,26.0,30.0,24.0,29.0,29.0,25.0,20.0,23.0,26.0
13,33.0,28.0,29.0,24.0,29.0,29.0,26.0,24.0,25.0,27.0
14,34.0,23.0,31.0,24.0,32.0,29.0,25.0,26.0,27.0,30.0
15,34.0,32.0,34.0,25.0,32.0,30.0,28.0,27.0,27.0,28.0
16,33.0,28.0,35.0,23.0,32.0,32.0,24.0,22.0,26.0,28.0
17,34.0,30.0,31.0,26.0,31.0,30.0,25.0,25.0,27.0,31.0
18,38.0,32.0,35.0,28.0,31.0,37.0,28.0,29.0,33.0,31.0
19,36.0,34.0,36.0,26.0,32.0,35.0,27.0,22.0,32.0,30.0
20,38.0,32.0,34.0,26.0,32.0,35.0,28.0,28.0,26.0,31.0
21,33.0,35.0,35.0,28.0,33.0,38.0,30.0,32.0,30.0,32.0
22,40.0,32.0,36.0,29.0,32.0,39.0,32.0,30.0,31.0,28.0
23,43.0,33.0,34.0,29.0,33.0,38.0,27.0,28.0,32.0,31.0
24,38.0,35.0,36.0,31.0,35.0,38.0,30.0,33.0,31.0,36.0
25,44.0,31.0,35.0,31.0,32.0,38.0,31.0,31.0,29.0,33.0
26,41.0,37.0,39.0,31.0,38.0,39.0,30.0,31.0,32.0,33.0
27,43.0,35.0,36.0,32.0,36.0,39.0,34.0,35.0,34.0,34.0
28,40.0,35.0,37.0,29.0,35.0,42.0,33.0,30.0,33.0,37.0
