,0,1,2,3,4,5,6,7,8,9
0,8.0,8.0,13.0,12.0,10.0,14.0,11.0,13.0,13.0,10.0
1,18.0,12.0,16.0,19.0,8.0,11.0,15.0,10.0,19.0,15.0
2,17.0,11.0,14.0,19.0,16.0,17.0,14.0,15.0,16.0,11.0
3,17.0,11.0,16.0,20.0,23.0,16.0,18.0,16.0,18.0,12.0
4,17.0,12.0,19.0,20.0,17.0,18.0,20.0,24.0,21.0,12.0
5,19.0,22.0,25.0,22.0,24.0,24.0,18.0,23.0,23.0,14.0
6,18.0,23.0,23.0,26.0,23.0,19.0,18.0,18.0,26.0,15.0
7,23.0,22.0,18.0,22.0,25.0,19.0,20.0,23.0,27.0,17.0
8,26.0,22.0,15.0,24.0,26.0,28.0,25.0,26.0,29.0,17.0
9,23.0,27.0,23.0,25.0,27.0,29.0,28.0,32.0,32.0,19.0
10,20.0,26.0,23.0,27.0,28.0,30.0,24.0,28.0,30.0,16.0
11,25.0,24.0,22.0,23.0,29.0,31.0,27.0,28.0,28.0,17.0
12,25.0,27.0,20.0,31.0,31.0,33.0,30.0,28.0,30.0,15.0
13,24.0,28.0,25.0,24.0,30.0,31.0,30.0,32.0,32.0,18.0
14,24.0,28.0,23.0,24.0,30.0,31.0,32.0,35.0,38.0,22.0
15,26.0,31.0,26.0,26.0,33.0,32.0,29.0,39.0,36.0,17.0
16,30.0,30.0,25.0,26.0,33.0,25.0,32.0,38.0,34.0,18.0
17,28.0,30.0,28.0,27.0,33.0,30.0,33.0,37.0,38.0,20.0
18,30.0,30.0,29.0,28.0,33.0,35.0,28.0,39.0,39.0,19.0
19,32.0,31.0,30.0,28.0,34.0,36.0,32.0,39.0,39.0,19.0
20,31.0,33.0,30.0,26.0,35.0,35.0,37.0,39.0,37.0,22.0
21,29.0,33.0,26.0,29.0,37.0,36.0,36.0,37.0,39.0,24.0
22,32.0,32.0,30.0,31.0,39.0,35.0,36.0,37.0,36.0,21.0
23,31.0,33.0,29.0,29.0,33.0,37.0,38.0,38.0,40.0,23.0
24,32.0,34.0,31.0,32.0,39.0,36.0,39.0,40.0,41.0,25.0
25,31.0,33.0,31.0,32.0,41.0,35.0,38.0,42.0,38.0,26.0
26,33.0,34.0,30.0,32.0,43.0,38.0,39.0,41.0,39.0,23.0
27,32.0,36.0,28.0,31.0,40.0,39.0,40.0,43.0,38.0,24.0
28,34.0,35.0,32.0,33.0,40.0,40.0,38.0,41.0,43.0,23.0
29,33.0,35.0,32.0,31.0,40.0,39.0,38.0,40.0,40.0,29.0
30,33.0,37.0,31.0,33.0,39.0,38.0,37.0,43.0,42.0,27.0
31,35.0,37.0,32.0,33.0,43.0,38.0,38.0,41.0,45.0,29.0
32,35.0,36.0,31.0,31.0,41.0,39.0,40.0,42.0,43.0,29.0
33,36.0,36.0,32.0,33.0,41.0,37.0,38.0,43.0,44.0,28.0
34,35.0,37.0,33.0,31.0,41.0,39.0,39.0,43.0,42.0,30.0
35,38.0,35.0,33.0,33.0,41.0,39.0,44.0,42.0,42.0,30.0
36,35.0,37.0,34.0,34.0,40.0,37.0,41.0,42.0,43.0,31.0
37,36.0,37.0,37.0,33.0,42.0,41.0,41.0,44.0,43.0,32.0
38,37.0,38.0,36.0,35.0,40.0,38.0,43.0,40.0,42.0,32.0
39,36.0,39.0,40.0,33.0,41.0,40.0,44.0,42.0,42.0,34.0
40,37.0,36.0,35.0,36.0,39.0,40.0,44.0,43.0,44.0,33.0
41,38.0,39.0,39.0,36.0,44.0,40.0,40.0,42.0,46.0,33.0
42,36.0,39.0,37.0,35.0,43.0,40.0,46.0,42.0,46.0,33.0
43,43.0,37.0,36.0,35.0,41.0,42.0,40.0,41.0,47.0,35.0
44,37.0,34.0,38.0,36.0,43.0,40.0,44.0,42.0,43.0,35.0
45,42.0,38.0,38.0,35.0,40.0,44.0,48.0,43.0,47.0,38.0
46,37.0,38.0,38.0,37.0,41.0,41.0,46.0,43.0,45.0,38.0
47,44.0,38.0,37.0,36.0,44.0,43.0,47.0,43.0,46.0,38.0
48,40.0,37.0,39.0,36.0,41.0,44.0,48.0,43.0,46.0,39.0
49,42.0,38.0,42.0,39.0,43.0,41.0,47.0,47.0,44.0,38.0
50,44.0,36.0,42.0,36.0,43.0,45.0,49.0,46.0,45.0,37.0
51,40.0,38.0,39.0,37.0,42.0,40.0,50.0,46.0,43.0,39.0
52,42.0,40.0,39.0,40.0,44.0,41.0,48.0,45.0,46.0,38.0
53,43.0,35.0,43.0,36.0,40.0,43.0,47.0,45.0,46.0,36.0
54,45.0,41.0,40.0,38.0,44.0,44.0,49.0,45.0,47.0,38.0
55,42.0,39.0,39.0,39.0,42.0,45.0,51.0,46.0,47.0,38.0
56,46.0,36.0,42.0,37.0,42.0,43.0,46.0,45.0,46.0,41.0
57,42.0,39.0,37.0,38.0,43.0,44.0,49.0,46.0,46.0,39.0
58,45.0,38.0,40.0,42.0,43.0,44.0,49.0,44.0,45.0,41.0
59,45.0,40.0,41.0,39.0,43.0,43.0,49.0,44.0,46.0,40.0
60,44.0,40.0,38.0,39.0,43.0,43.0,49.0,45.0,42.0,39.0
61,43.0,38.0,41.0,42.0,43.0,45.0,50.0,42.0,46.0,41.0
62,44.0,40.0,39.0,43.0,42.0,44.0,50.0,46.0,43.0,37.0
63,46.0,39.0,41.0,42.0,41.0,46.0,49.0,46.0,46.0,39.0
64,42.0,40.0,42.0,41.0,42.0,44.0,46.0,46.0,47.0,40.0
65,47.0,40.0,40.0,43.0,43.0,44.0,48.0,46.0,46.0,40.0
66,43.0,42.0,44.0,43.0,42.0,46.0,47.0,46.0,47.0,41.0
67,44.0,41.0,42.0,41.0,42.0,45.0,48.0,45.0,47.0,42.0
68,46.0,41.0,40.0,41.0,44.0,44.0,49.0,46.0,43.0,40.0
69,42.0,42.0,44.0,43.0,43.0,43.0,50.0,46.0,47.0,39.0
70,43.0,40.0,43.0,45.0,43.0,42.0,49.0,45.0,46.0,42.0
71,47.0,40.0,42.0,43.0,43.0,44.0,48.0,46.0,44.0,40.0
72,42.0,42.0,44.0,44.0,45.0,46.0,50.0,48.0,46.0,39.0
73,45.0,45.0,40.0,40.0,44.0,45.0,50.0,46.0,45.0,39.0
74,48.0,41.0,42.0,44.0,43.0,43.0,50.0,46.0,45.0,41.0
75,43.0,42.0,46.0,44.0,44.0,46.0,52.0,46.0,43.0,41.0
76,46.0,40.0,44.0,44.0,42.0,42.0,50.0,47.0,46.0,41.0
77,46.0,42.0,43.0,44.0,44.0,45.0,50.0,46.0,44.0,41.0
78,42.0,43.0,46.0,44.0,44.0,45.0,51.0,48.0,47.0,42.0
79,46.0,40.0,45.0,44.0,42.0,41.0,51.0,47.0,45.0,43.0
80,45.0,43.0,41.0,43.0,45.0,47.0,49.0,47.0,44.0,41.0
81,42.0,42.0,46.0,45.0,45.0,43.0,51.0,47.0,45.0,42.0
82,46.0,42.0,43.0,46.0,45.0,45.0,50.0,47.0,44.0,43.0
83,49.0,41.0,43.0,42.0,47.0,44.0,51.0,46.0,46.0,42.0
