,0,1,2,3,4,5,6,7,8,9
0,11.0,15.0,12.0,8.0,16.0,16.0,15.0,10.0,17.0,12.0
1,13.0,14.0,12.0,12.0,14.0,15.0,15.0,10.0,12.0,12.0
2,13.0,14.0,14.0,12.0,13.0,21.0,20.0,14.0,16.0,15.0
3,15.0,16.0,15.0,10.0,20.0,16.0,14.0,14.0,16.0,15.0
4,22.0,14.0,16.0,15.0,22.0,24.0,15.0,20.0,20.0,18.0
5,16.0,17.0,18.0,17.0,20.0,26.0,17.0,19.0,19.0,19.0
6,16.0,19.0,24.0,21.0,17.0,28.0,19.0,16.0,17.0,19.0
7,21.0,21.0,21.0,20.0,24.0,32.0,19.0,16.0,16.0,20.0
8,26.0,18.0,23.0,21.0,25.0,29.0,21.0,18.0,20.0,22.0
9,27.0,23.0,23.0,25.0,30.0,34.0,22.0,21.0,21.0,21.0
10,29.0,25.0,21.0,26.0,27.0,33.0,22.0,18.0,22.0,21.0
11,31.0,27.0,27.0,27.0,30.0,35.0,24.0,21.0,22.0,22.0
12,30.0,25.0,25.0,30.0,35.0,33.0,26.0,22.0,26.0,21.0
13,30.0,25.0,28.0,28.0,33.0,32.0,30.0,24.0,27.0,20.0
14,33.0,25.0,27.0,30.0,34.0,33.0,30.0,23.0,26.0,22.0
15,28.0,28.0,26.0,31.0,34.0,33.0,29.0,23.0,27.0,22.0
16,29.0,29.0,32.0,29.0,35.0,30.0,27.0,25.0,27.0,20.0
17,33.0,28.0,30.0,33.0,36.0,34.0,30.0,23.0,27.0,21.0
18,33.0,33.0,33.0,29.0,38.0,33.0,33.0,27.0,27.0,21.0
19,32.0,31.0,28.0,31.0,39.0,33.0,31.0,21.0,28.0,24.0
20,32.0,29.0,32.0,30.0,37.0,36.0,32.0,25.0,27.0,23.0
21,31.0,33.0,31.0,30.0,38.0,34.0,33.0,26.0,28.0,25.0
22,35.0,34.0,30.0,30.0,40.0,33.0,32.0,25.0,29.0,23.0
23,32.0,35.0,30.0,34.0,40.0,38.0,31.0,29.0,29.0,26.0
24,38.0,34.0,30.0,32.0,43.0,34.0,34.0,26.0,29.0,24.0
25,39.0,35.0,29.0,34.0,41.0,35.0,33.0,26.0,28.0,24.0
26,34.0,34.0,34.0,35.0,41.0,36.0,35.0,29.0,30.0,23.0
27,36.0,35.0,36.0,30.0,43.0,35.0,36.0,30.0,28.0,25.0
28,33.0,34.0,34.0,33.0,42.0,39.0,35.0,27.0,28.0,27.0
29,36.0,37.0,32.0,31.0,42.0,39.0,35.0,31.0,31.0,24.0
30,38.0,32.0,31.0,33.0,43.0,37.0,35.0,30.0,29.0,28.0
31,36.0,34.0,34.0,35.0,39.0,36.0,37.0,30.0,29.0,30.0
32,38.0,38.0,35.0,36.0,42.0,37.0,36.0,34.0,32.0,30.0
33,38.0,33.0,38.0,34.0,43.0,36.0,38.0,34.0,29.0,28.0
34,37.0,34.0,37.0,35.0,41.0,41.0,37.0,33.0,30.0,30.0
35,37.0,38.0,41.0,34.0,42.0,38.0,37.0,33.0,28.0,30.0
36,38.0,36.0,41.0,35.0,44.0,36.0,38.0,34.0,32.0,30.0
37,40.0,37.0,41.0,36.0,43.0,38.0,40.0,33.0,31.0,29.0
38,38.0,37.0,44.0,36.0,45.0,39.0,41.0,36.0,33.0,30.0
39,40.0,38.0,41.0,38.0,45.0,40.0,43.0,32.0,31.0,33.0
40,40.0,37.0,41.0,37.0,45.0,40.0,40.0,35.0,33.0,33.0
41,39.0,39.0,46.0,33.0,45.0,43.0,44.0,35.0,33.0,33.0
42,40.0,37.0,42.0,40.0,44.0,38.0,43.0,34.0,32.0,33.0
43,39.0,38.0,45.0,37.0,45.0,42.0,44.0,35.0,32.0,30.0
44,38.0,40.0,45.0,39.0,44.0,39.0,44.0,39.0,32.0,32.0
45,39.0,40.0,41.0,38.0,43.0,39.0,42.0,37.0,31.0,35.0
46,40.0,40.0,44.0,38.0,46.0,42.0,45.0,34.0,31.0,32.0
47,40.0,38.0,44.0,39.0,44.0,38.0,47.0,36.0,33.0,32.0
48,40.0,39.0,40.0,39.0,46.0,39.0,44.0,35.0,32.0,34.0
49,41.0,42.0,44.0,39.0,43.0,39.0,47.0,37.0,33.0,37.0
50,39.0,38.0,40.0,39.0,43.0,40.0,46.0,38.0,33.0,36.0
51,40.0,40.0,48.0,39.0,45.0,40.0,46.0,37.0,34.0,38.0
52,40.0,40.0,45.0,39.0,45.0,39.0,46.0,38.0,35.0,39.0
53,39.0,43.0,47.0,38.0,45.0,42.0,47.0,38.0,34.0,34.0
54,41.0,40.0,47.0,41.0,46.0,42.0,46.0,37.0,34.0,36.0
55,40.0,43.0,46.0,41.0,47.0,39.0,46.0,38.0,33.0,39.0
56,40.0,44.0,48.0,45.0,45.0,41.0,47.0,35.0,34.0,37.0
57,41.0,44.0,46.0,40.0,47.0,42.0,46.0,38.0,34.0,38.0
58,42.0,44.0,49.0,43.0,47.0,39.0,46.0,38.0,33.0,38.0
59,41.0,44.0,47.0,42.0,45.0,41.0,47.0,40.0,36.0,38.0
60,42.0,43.0,50.0,41.0,48.0,44.0,46.0,40.0,35.0,38.0
61,41.0,43.0,49.0,40.0,47.0,41.0,48.0,37.0,34.0,40.0
62,41.0,42.0,51.0,40.0,47.0,40.0,46.0,38.0,35.0,39.0
63,42.0,40.0,48.0,40.0,48.0,41.0,48.0,39.0,36.0,39.0
64,40.0,43.0,50.0,41.0,46.0,40.0,48.0,36.0,37.0,39.0
65,42.0,43.0,48.0,41.0,46.0,42.0,47.0,40.0,36.0,40.0
66,42.0,42.0,48.0,40.0,47.0,41.0,46.0,40.0,36.0,41.0
67,40.0,43.0,48.0,39.0,43.0,41.0,47.0,38.0,35.0,40.0
68,41.0,42.0,48.0,42.0,45.0,42.0,46.0,37.0,36.0,42.0
69,41.0,42.0,48.0,41.0,47.0,43.0,49.0,38.0,34.0,40.0
70,41.0,42.0,51.0,42.0,46.0,42.0,49.0,37.0,35.0,41.0
71,40.0,41.0,48.0,42.0,47.0,42.0,47.0,37.0,34.0,42.0
72,41.0,43.0,48.0,41.0,46.0,40.0,48.0,37.0,36.0,44.0
73,41.0,42.0,49.0,42.0,47.0,43.0,48.0,34.0,36.0,42.0
74,43.0,44.0,47.0,43.0,46.0,42.0,48.0,40.0,37.0,42.0
75,42.0,41.0,48.0,43.0,46.0,42.0,48.0,37.0,35.0,40.0
76,40.0,42.0,45.0,41.0,47.0,43.0,47.0,37.0,34.0,41.0
77,40.0,44.0,49.0,42.0,46.0,43.0,50.0,38.0,40.0,41.0
78,43.0,42.0,46.0,42.0,45.0,41.0,47.0,38.0,36.0,42.0
79,41.0,44.0,50.0,41.0,47.0,45.0,47.0,39.0,34.0,44.0
80,42.0,43.0,48.0,42.0,46.0,44.0,50.0,39.0,38.0,41.0
81,44.0,42.0,49.0,42.0,46.0,40.0,48.0,38.0,35.0,42.0
82,43.0,43.0,45.0,42.0,47.0,43.0,47.0,38.0,35.0,43.0
83,41.0,45.0,50.0,41.0,46.0,46.0,48.0,41.0,33.0,41.0
